gene,embryo,channel,source_type,sigma_dog,threshold_dog,min_intensity,max_intensity,final_detections,full_path
EXD,EXD_8_HB-Airyscan Processing-04-Channel Alignment (Extended)-23,CH2_555nm,combined_file,1.8,0.01001,0.0,20427.0,1846,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\EXD_8_HB-Airyscan Processing-04-Channel Alignment (Extended)-23_RSFISH_LOG.txt
EXD,EXD_8_HB-Airyscan Processing-04-Channel Alignment (Extended)-23,CH3_488nm,combined_file,1.8,0.01573,0.0,7265.0,926,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\EXD_8_HB-Airyscan Processing-04-Channel Alignment (Extended)-23_RSFISH_LOG.txt
EXD,EXD_9_HU-Airyscan Processing-05-Channel Alignment (Extended)-24,CH1_633nm,combined_file,1.8,0.01001,0.0,6342.0,1959,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\EXD_9_HU-Airyscan Processing-05-Channel Alignment (Extended)-24_RSFISH_LOG.txt
EXD,EXD_9_HU-Airyscan Processing-05-Channel Alignment (Extended)-24,CH2_555nm,combined_file,1.8,0.01001,0.0,21872.0,1921,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\EXD_9_HU-Airyscan Processing-05-Channel Alignment (Extended)-24_RSFISH_LOG.txt
EXD,EXD_9_HU-Airyscan Processing-05-Channel Alignment (Extended)-24,CH3_488nm,combined_file,1.8,0.01573,0.0,6144.0,1725,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\EXD_9_HU-Airyscan Processing-05-Channel Alignment (Extended)-24_RSFISH_LOG.txt
Hth,Hth_10_HU-Airyscan Processing-317-Channel Alignment (Extended)-324,CH1_633nm,combined_file,1.8,0.009906,0.0,20230.0,610,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_10_HU-Airyscan Processing-317-Channel Alignment (Extended)-324_RSFISH_LOG.txt
Hth,Hth_10_HU-Airyscan Processing-317-Channel Alignment (Extended)-324,CH2_555nm,combined_file,1.8,0.01029,0.0,62034.0,1806,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_10_HU-Airyscan Processing-317-Channel Alignment (Extended)-324_RSFISH_LOG.txt
Hth,Hth_10_HU-Airyscan Processing-317-Channel Alignment (Extended)-324,CH3_488nm,combined_file,1.8,0.02012,0.0,9273.0,1573,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_10_HU-Airyscan Processing-317-Channel Alignment (Extended)-324_RSFISH_LOG.txt
Hth,Hth_11_HB-Airyscan Processing-325-Channel Alignment (Extended)-330,CH1_633nm,combined_file,1.8,0.009906,0.0,7750.0,3110,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_11_HB-Airyscan Processing-325-Channel Alignment (Extended)-330_RSFISH_LOG.txt
Hth,Hth_11_HB-Airyscan Processing-325-Channel Alignment (Extended)-330,CH2_555nm,combined_file,1.8,0.01029,0.0,59450.0,1644,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_11_HB-Airyscan Processing-325-Channel Alignment (Extended)-330_RSFISH_LOG.txt
Hth,Hth_11_HB-Airyscan Processing-325-Channel Alignment (Extended)-330,CH3_488nm,combined_file,1.8,0.02012,0.0,13029.0,800,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_11_HB-Airyscan Processing-325-Channel Alignment (Extended)-330_RSFISH_LOG.txt
Hth,Hth_12_HL-Airyscan Processing-326-Channel Alignment (Extended)-331,CH1_633nm,per_channel_file,1.8,0.003786,0.0,24639.0,1980,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_12_HL-Airyscan Processing-326-Channel Alignment (Extended)-331_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_12_HL-Airyscan Processing-326-Channel Alignment (Extended)-331,CH2_555nm,combined_file,1.8,0.01029,0.0,37368.0,2617,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_12_HL-Airyscan Processing-326-Channel Alignment (Extended)-331_RSFISH_LOG.txt
Hth,Hth_12_HL-Airyscan Processing-326-Channel Alignment (Extended)-331,CH3_488nm,combined_file,1.8,0.02012,0.0,10526.0,973,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_12_HL-Airyscan Processing-326-Channel Alignment (Extended)-331_RSFISH_LOG.txt
Hth,Hth_13_HU-Airyscan Processing-327-Channel Alignment (Extended)-332,CH1_633nm,combined_file,1.8,0.009906,0.0,10241.0,4229,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_13_HU-Airyscan Processing-327-Channel Alignment (Extended)-332_RSFISH_LOG.txt
Hth,Hth_13_HU-Airyscan Processing-327-Channel Alignment (Extended)-332,CH2_555nm,combined_file,1.8,0.01029,0.0,64791.0,2053,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_13_HU-Airyscan Processing-327-Channel Alignment (Extended)-332_RSFISH_LOG.txt
Hth,Hth_13_HU-Airyscan Processing-327-Channel Alignment (Extended)-332,CH3_488nm,combined_file,1.8,0.02012,0.0,13857.0,1765,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_13_HU-Airyscan Processing-327-Channel Alignment (Extended)-332_RSFISH_LOG.txt
Hth,Hth_14_HL-Airyscan Processing-328-Channel Alignment (Extended)-333,CH1_633nm,per_channel_file,1.8,0.003786,0.0,32093.0,418,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_14_HL-Airyscan Processing-328-Channel Alignment (Extended)-333_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_14_HL-Airyscan Processing-328-Channel Alignment (Extended)-333,CH2_555nm,per_channel_file,1.8,0.007051,0.0,49865.0,965,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_14_HL-Airyscan Processing-328-Channel Alignment (Extended)-333_CH2_555nm_RSFISH_LOG.txt
Hth,Hth_14_HL-Airyscan Processing-328-Channel Alignment (Extended)-333,CH3_488nm,combined_file,1.8,0.02012,0.0,6767.0,643,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_14_HL-Airyscan Processing-328-Channel Alignment (Extended)-333_RSFISH_LOG.txt
Hth,Hth_15_HR-Airyscan Processing-329-Channel Alignment (Extended)-334,CH1_633nm,per_channel_file,1.8,0.003786,0.0,13884.0,2146,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_15_HR-Airyscan Processing-329-Channel Alignment (Extended)-334_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_15_HR-Airyscan Processing-329-Channel Alignment (Extended)-334,CH2_555nm,per_channel_file,1.8,0.007051,0.0,52709.0,547,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_15_HR-Airyscan Processing-329-Channel Alignment (Extended)-334_CH2_555nm_RSFISH_LOG.txt
Hth,Hth_15_HR-Airyscan Processing-329-Channel Alignment (Extended)-334,CH3_488nm,combined_file,1.8,0.02012,0.0,7190.0,411,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_15_HR-Airyscan Processing-329-Channel Alignment (Extended)-334_RSFISH_LOG.txt
Hth,Hth_1_HU-Airyscan Processing-299-Channel Alignment (Extended)-305,CH1_633nm,combined_file,1.8,0.009906,0.0,4545.0,3820,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_1_HU-Airyscan Processing-299-Channel Alignment (Extended)-305_RSFISH_LOG.txt
Hth,Hth_1_HU-Airyscan Processing-299-Channel Alignment (Extended)-305,CH2_555nm,combined_file,1.8,0.01029,0.0,7461.0,12211,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_1_HU-Airyscan Processing-299-Channel Alignment (Extended)-305_RSFISH_LOG.txt
Hth,Hth_1_HU-Airyscan Processing-299-Channel Alignment (Extended)-305,CH3_488nm,combined_file,1.8,0.02012,0.0,6094.0,1116,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_1_HU-Airyscan Processing-299-Channel Alignment (Extended)-305_RSFISH_LOG.txt
Hth,Hth_2_HR-Airyscan Processing-300-Channel Alignment (Extended)-306,CH1_633nm,per_channel_file,1.8,0.003786,0.0,16126.0,861,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_2_HR-Airyscan Processing-300-Channel Alignment (Extended)-306_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_2_HR-Airyscan Processing-300-Channel Alignment (Extended)-306,CH2_555nm,combined_file,1.8,0.01029,0.0,28542.0,686,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_2_HR-Airyscan Processing-300-Channel Alignment (Extended)-306_RSFISH_LOG.txt
Hth,Hth_2_HR-Airyscan Processing-300-Channel Alignment (Extended)-306,CH3_488nm,combined_file,1.8,0.02012,0.0,6143.0,517,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_2_HR-Airyscan Processing-300-Channel Alignment (Extended)-306_RSFISH_LOG.txt
Hth,Hth_3_HR-Airyscan Processing-302-Channel Alignment (Extended)-307,CH1_633nm,combined_file,1.8,0.009906,0.0,7146.0,1079,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_3_HR-Airyscan Processing-302-Channel Alignment (Extended)-307_RSFISH_LOG.txt
Hth,Hth_3_HR-Airyscan Processing-302-Channel Alignment (Extended)-307,CH2_555nm,combined_file,1.8,0.01029,0.0,18858.0,2225,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_3_HR-Airyscan Processing-302-Channel Alignment (Extended)-307_RSFISH_LOG.txt
Hth,Hth_3_HR-Airyscan Processing-302-Channel Alignment (Extended)-307,CH3_488nm,combined_file,1.8,0.02012,0.0,6072.0,1518,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_3_HR-Airyscan Processing-302-Channel Alignment (Extended)-307_RSFISH_LOG.txt
Hth,Hth_4_HU-Airyscan Processing-303-Channel Alignment (Extended)-308,CH1_633nm,per_channel_file,1.8,0.003786,0.0,14272.0,4306,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_4_HU-Airyscan Processing-303-Channel Alignment (Extended)-308_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_4_HU-Airyscan Processing-303-Channel Alignment (Extended)-308,CH2_555nm,combined_file,1.8,0.01029,0.0,30141.0,1806,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_4_HU-Airyscan Processing-303-Channel Alignment (Extended)-308_RSFISH_LOG.txt
Hth,Hth_4_HU-Airyscan Processing-303-Channel Alignment (Extended)-308,CH3_488nm,combined_file,1.8,0.02012,0.0,7357.0,1929,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_4_HU-Airyscan Processing-303-Channel Alignment (Extended)-308_RSFISH_LOG.txt
Hth,Hth_5_HR-Airyscan Processing-304-Channel Alignment (Extended)-309,CH1_633nm,per_channel_file,1.8,0.003786,0.0,32929.0,1263,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_5_HR-Airyscan Processing-304-Channel Alignment (Extended)-309_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_5_HR-Airyscan Processing-304-Channel Alignment (Extended)-309,CH2_555nm,combined_file,1.8,0.01029,0.0,65530.0,574,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_5_HR-Airyscan Processing-304-Channel Alignment (Extended)-309_RSFISH_LOG.txt
Hth,Hth_5_HR-Airyscan Processing-304-Channel Alignment (Extended)-309,CH3_488nm,combined_file,1.8,0.02012,0.0,11005.0,914,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_5_HR-Airyscan Processing-304-Channel Alignment (Extended)-309_RSFISH_LOG.txt
Hth,Hth_6_HR-Airyscan Processing-311-Channel Alignment (Extended)-320,CH1_633nm,per_channel_file,1.8,0.003786,0.0,11558.0,2803,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_6_HR-Airyscan Processing-311-Channel Alignment (Extended)-320_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_6_HR-Airyscan Processing-311-Channel Alignment (Extended)-320,CH2_555nm,combined_file,1.8,0.01029,0.0,31246.0,1237,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_6_HR-Airyscan Processing-311-Channel Alignment (Extended)-320_RSFISH_LOG.txt
Hth,Hth_6_HR-Airyscan Processing-311-Channel Alignment (Extended)-320,CH3_488nm,combined_file,1.8,0.02012,0.0,7366.0,797,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_6_HR-Airyscan Processing-311-Channel Alignment (Extended)-320_RSFISH_LOG.txt
Hth,Hth_7_HL-Airyscan Processing-312-Channel Alignment (Extended)-321,CH1_633nm,per_channel_file,1.8,0.003786,0.0,21727.0,1045,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_7_HL-Airyscan Processing-312-Channel Alignment (Extended)-321_CH1_633nm_RSFISH_LOG.txt
Hth,Hth_7_HL-Airyscan Processing-312-Channel Alignment (Extended)-321,CH2_555nm,per_channel_file,1.8,0.007051,0.0,54911.0,791,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_7_HL-Airyscan Processing-312-Channel Alignment (Extended)-321_CH2_555nm_RSFISH_LOG.txt
Hth,Hth_7_HL-Airyscan Processing-312-Channel Alignment (Extended)-321,CH3_488nm,combined_file,1.8,0.02012,0.0,5369.0,797,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_7_HL-Airyscan Processing-312-Channel Alignment (Extended)-321_RSFISH_LOG.txt
Hth,Hth_8_HL-Airyscan Processing-314-Channel Alignment (Extended)-322,CH1_633nm,combined_file,1.8,0.009906,0.0,6030.0,2554,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_8_HL-Airyscan Processing-314-Channel Alignment (Extended)-322_RSFISH_LOG.txt
Hth,Hth_8_HL-Airyscan Processing-314-Channel Alignment (Extended)-322,CH2_555nm,combined_file,1.8,0.01029,0.0,18833.0,3468,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_8_HL-Airyscan Processing-314-Channel Alignment (Extended)-322_RSFISH_LOG.txt
Hth,Hth_8_HL-Airyscan Processing-314-Channel Alignment (Extended)-322,CH3_488nm,combined_file,1.8,0.02012,0.0,7907.0,1775,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_8_HL-Airyscan Processing-314-Channel Alignment (Extended)-322_RSFISH_LOG.txt
Hth,Hth_9_HL-Airyscan Processing-316-Channel Alignment (Extended)-323,CH1_633nm,combined_file,1.8,0.009906,0.0,4968.0,2414,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_9_HL-Airyscan Processing-316-Channel Alignment (Extended)-323_RSFISH_LOG.txt
Hth,Hth_9_HL-Airyscan Processing-316-Channel Alignment (Extended)-323,CH2_555nm,per_channel_file,1.8,0.007051,0.0,51921.0,1230,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_9_HL-Airyscan Processing-316-Channel Alignment (Extended)-323_CH2_555nm_RSFISH_LOG.txt
Hth,Hth_9_HL-Airyscan Processing-316-Channel Alignment (Extended)-323,CH3_488nm,combined_file,1.8,0.02012,0.0,5669.0,1138,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\Hth_9_HL-Airyscan Processing-316-Channel Alignment (Extended)-323_RSFISH_LOG.txt
LOLAJ,LOLAJ_10_HU-Airyscan Processing-64-Channel Alignment (Extended)-72,CH1_633nm,per_channel_file,1.8,0.002786,0.0,25640.0,1317,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_10_HU-Airyscan Processing-64-Channel Alignment (Extended)-72_CH1_633nm_RSFISH_LOG.txt
LOLAJ,LOLAJ_10_HU-Airyscan Processing-64-Channel Alignment (Extended)-72,CH2_555nm,combined_file,1.8,0.01001,0.0,41075.0,931,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_10_HU-Airyscan Processing-64-Channel Alignment (Extended)-72_RSFISH_LOG.txt
LOLAJ,LOLAJ_10_HU-Airyscan Processing-64-Channel Alignment (Extended)-72,CH3_488nm,combined_file,1.8,0.01573,0.0,8977.0,1147,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_10_HU-Airyscan Processing-64-Channel Alignment (Extended)-72_RSFISH_LOG.txt
LOLAJ,LOLAJ_11_HB-Airyscan Processing-65-Channel Alignment (Extended)-73,CH1_633nm,combined_file,1.8,0.01001,0.0,6999.0,1410,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_11_HB-Airyscan Processing-65-Channel Alignment (Extended)-73_RSFISH_LOG.txt
LOLAJ,LOLAJ_11_HB-Airyscan Processing-65-Channel Alignment (Extended)-73,CH2_555nm,combined_file,1.8,0.01001,0.0,24239.0,2131,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_11_HB-Airyscan Processing-65-Channel Alignment (Extended)-73_RSFISH_LOG.txt
LOLAJ,LOLAJ_11_HB-Airyscan Processing-65-Channel Alignment (Extended)-73,CH3_488nm,combined_file,1.8,0.01573,0.0,9517.0,1635,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_11_HB-Airyscan Processing-65-Channel Alignment (Extended)-73_RSFISH_LOG.txt
LOLAJ,LOLAJ_12_HL-Airyscan Processing-66-Channel Alignment (Extended)-74,CH1_633nm,combined_file,1.8,0.01001,0.0,2781.0,34703,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_12_HL-Airyscan Processing-66-Channel Alignment (Extended)-74_RSFISH_LOG.txt
LOLAJ,LOLAJ_12_HL-Airyscan Processing-66-Channel Alignment (Extended)-74,CH2_555nm,combined_file,1.8,0.01001,0.0,13291.0,4886,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_12_HL-Airyscan Processing-66-Channel Alignment (Extended)-74_RSFISH_LOG.txt
LOLAJ,LOLAJ_12_HL-Airyscan Processing-66-Channel Alignment (Extended)-74,CH3_488nm,combined_file,1.8,0.01573,0.0,7223.0,2669,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_12_HL-Airyscan Processing-66-Channel Alignment (Extended)-74_RSFISH_LOG.txt
LOLAJ,LOLAJ_13_HU-Airyscan Processing-67-Channel Alignment (Extended)-75,CH1_633nm,combined_file,1.8,0.01001,0.0,2981.0,25051,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_13_HU-Airyscan Processing-67-Channel Alignment (Extended)-75_RSFISH_LOG.txt
LOLAJ,LOLAJ_13_HU-Airyscan Processing-67-Channel Alignment (Extended)-75,CH2_555nm,combined_file,1.8,0.01001,0.0,12964.0,2547,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_13_HU-Airyscan Processing-67-Channel Alignment (Extended)-75_RSFISH_LOG.txt
LOLAJ,LOLAJ_13_HU-Airyscan Processing-67-Channel Alignment (Extended)-75,CH3_488nm,combined_file,1.8,0.01573,0.0,8563.0,755,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_13_HU-Airyscan Processing-67-Channel Alignment (Extended)-75_RSFISH_LOG.txt
LOLAJ,LOLAJ_14_HR-Airyscan Processing-77-Channel Alignment (Extended)-78,CH1_633nm,combined_file,1.8,0.01001,0.0,7775.0,924,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_14_HR-Airyscan Processing-77-Channel Alignment (Extended)-78_RSFISH_LOG.txt
LOLAJ,LOLAJ_14_HR-Airyscan Processing-77-Channel Alignment (Extended)-78,CH2_555nm,combined_file,1.8,0.01001,0.0,22336.0,1687,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_14_HR-Airyscan Processing-77-Channel Alignment (Extended)-78_RSFISH_LOG.txt
LOLAJ,LOLAJ_14_HR-Airyscan Processing-77-Channel Alignment (Extended)-78,CH3_488nm,combined_file,1.8,0.01573,0.0,9593.0,1165,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_14_HR-Airyscan Processing-77-Channel Alignment (Extended)-78_RSFISH_LOG.txt
LOLAJ,LOLAJ_15_HB-Airyscan Processing-69-Channel Alignment (Extended)-76,CH1_633nm,combined_file,1.8,0.01001,0.0,4482.0,9532,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_15_HB-Airyscan Processing-69-Channel Alignment (Extended)-76_RSFISH_LOG.txt
LOLAJ,LOLAJ_15_HB-Airyscan Processing-69-Channel Alignment (Extended)-76,CH2_555nm,combined_file,1.8,0.01001,0.0,15450.0,5679,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_15_HB-Airyscan Processing-69-Channel Alignment (Extended)-76_RSFISH_LOG.txt
LOLAJ,LOLAJ_15_HB-Airyscan Processing-69-Channel Alignment (Extended)-76,CH3_488nm,combined_file,1.8,0.01573,0.0,7312.0,2994,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_15_HB-Airyscan Processing-69-Channel Alignment (Extended)-76_RSFISH_LOG.txt
LOLAJ,LOLAJ_1_HU-Airyscan Processing-43-Channel Alignment (Extended)-55,CH1_633nm,combined_file,1.8,0.01001,0.0,11417.0,701,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_1_HU-Airyscan Processing-43-Channel Alignment (Extended)-55_RSFISH_LOG.txt
LOLAJ,LOLAJ_1_HU-Airyscan Processing-43-Channel Alignment (Extended)-55,CH2_555nm,per_channel_file,1.8,0.007551,0.0,50587.0,1172,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_1_HU-Airyscan Processing-43-Channel Alignment (Extended)-55_CH2_555nm_RSFISH_LOG.txt
LOLAJ,LOLAJ_1_HU-Airyscan Processing-43-Channel Alignment (Extended)-55,CH3_488nm,per_channel_file,1.8,0.01073,0.0,15002.0,950,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_1_HU-Airyscan Processing-43-Channel Alignment (Extended)-55_CH3_488nm_RSFISH_LOG.txt
LOLAJ,LOLAJ_2_HB-Airyscan Processing-44-Channel Alignment (Extended)-56,CH1_633nm,combined_file,1.8,0.01001,0.0,7785.0,958,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_2_HB-Airyscan Processing-44-Channel Alignment (Extended)-56_RSFISH_LOG.txt
LOLAJ,LOLAJ_2_HB-Airyscan Processing-44-Channel Alignment (Extended)-56,CH2_555nm,combined_file,1.8,0.01001,0.0,42236.0,599,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_2_HB-Airyscan Processing-44-Channel Alignment (Extended)-56_RSFISH_LOG.txt
LOLAJ,LOLAJ_2_HB-Airyscan Processing-44-Channel Alignment (Extended)-56,CH3_488nm,combined_file,1.8,0.01573,0.0,6513.0,1580,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_2_HB-Airyscan Processing-44-Channel Alignment (Extended)-56_RSFISH_LOG.txt
LOLAJ,LOLAJ_3_HL-Airyscan Processing-46-Channel Alignment (Extended)-54,CH1_633nm,combined_file,1.8,0.01001,0.0,7137.0,1481,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_3_HL-Airyscan Processing-46-Channel Alignment (Extended)-54_RSFISH_LOG.txt
LOLAJ,LOLAJ_3_HL-Airyscan Processing-46-Channel Alignment (Extended)-54,CH2_555nm,combined_file,1.8,0.01001,0.0,25928.0,1870,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_3_HL-Airyscan Processing-46-Channel Alignment (Extended)-54_RSFISH_LOG.txt
LOLAJ,LOLAJ_3_HL-Airyscan Processing-46-Channel Alignment (Extended)-54,CH3_488nm,combined_file,1.8,0.01573,0.0,7472.0,1680,Z:\Sujay\RNAi screen\DNA-FISH_RNAi_screen\AP_file_2026\AP_files\OUTPUT\logs\LOLAJ_3_HL-Airyscan Processing-46-Channel Alignment (Extended)-54_RSFISH_LOG.txt
